Country Name,Country Code,Indicator Name,2008,2009,2010,2011,2012,2013,2014,2015,2016
Equatorial Guinea,GNQ,Bank noninterest income to total income (%),59.1686,66.1896,,,69.1011,90.4557,,,
Equatorial Guinea,GNQ,Bank non-performing loans to gross loans (%),,,4.72033,4.41782,5.76775,20.1302,19.7352,16.799,24.6419
Equatorial Guinea,GNQ,Bank overhead costs to total assets (%),3.1448,3.00932,2.18614,2.53519,0.001473,18.069,,,
Equatorial Guinea,GNQ,Bank regulatory capital to risk-weighted assets (%),,,20.2427,18.2039,24.473,22.2907,25.4793,23.8475,27.2674
Equatorial Guinea,GNQ,"Bank return on assets (%, after tax)",1.4995,1.48301,0.662827,1.02491,-0.001109,6.40777,,,
Equatorial Guinea,GNQ,"Bank return on assets (%, before tax)",2.30703,2.28171,1.01941,1.57672,-0.001107,6.48997,,,
Equatorial Guinea,GNQ,"Bank return on equity (%, after tax)",30.6416,30.959,16.199,22.0302,-0.01868,19.7054,,,
Equatorial Guinea,GNQ,"Bank return on equity (%, before tax)",47.143,47.6328,24.9136,33.8912,-0.018646,19.9582,,,
Equatorial Guinea,GNQ,Bank Z-score,4.05161,3.60265,2.65717,4.19584,44.4128,17.4773,,,
Equatorial Guinea,GNQ,"Banking crisis dummy (1=banking crisis, 0=none)",0,0,0,0,,,,,
Equatorial Guinea,GNQ,Boone indicator,,,,,,,,,
Equatorial Guinea,GNQ,Central bank assets to GDP (%),0.002533,0.007789,0.009858,0.011058,0.01434,0.02048,1.75987,6.22683,9.45932
Equatorial Guinea,GNQ,Checks used to make payments (% age 15+),,,,,,,,,
Equatorial Guinea,GNQ,Consolidated foreign claims of BIS reporting banks to GDP (%),3.01267,6.9072,7.12334,2.46139,3.90359,2.68278,0.793263,3.62868,4.17701
Equatorial Guinea,GNQ,"Consumer price index (2010=100, average)",88.6166,92.7737,100,104.805,108.638,111.841,116.662,118.618,120.292
Equatorial Guinea,GNQ,"Consumer price index (2010=100, December)",89.3928,96.3702,101.138,106.078,108.862,114.072,117.036,118.922,121.315
Equatorial Guinea,GNQ,Corporate bond average maturity (years),,,,,,,,,
Equatorial Guinea,GNQ,Corporate bond issuance volume to GDP (%),,,,,,,,,
Equatorial Guinea,GNQ,Credit card (% age 15+),,,,,,,,,
Equatorial Guinea,GNQ,Credit to government and state-owned enterprises to GDP (%),0.278773,0.335052,0.329956,0.32028,0.135742,0.178479,0.175985,0.503595,1.38469
Equatorial Guinea,GNQ,Debit card (% age 15+),,,,,,,,,
Equatorial Guinea,GNQ,Deposit money bank assets to deposit money bank assets and central bank assets (%),99.9228,99.8639,99.841,99.8305,99.7621,99.6965,83.0888,70.423,67.5097
Equatorial Guinea,GNQ,Deposit money banks'' assets to GDP (%),3.27872,5.71499,6.1897,6.51263,6.01219,6.72638,8.64667,14.8261,19.655
Equatorial Guinea,GNQ,Depositing/withdrawing at least once in a typical month (% age 15+),,,,,,,,,
Equatorial Guinea,GNQ,Domestic credit to private sector (% of GDP),4.10405,5.81946,6.67854,7.00322,5.32784,7.54321,9.01012,14.1723,17.253
Equatorial Guinea,GNQ,Electronic payments used to make payments (% age 15+),,,,,,,,,
Equatorial Guinea,GNQ,External loans and deposits of reporting banks vis-à-vis all sectors (% of domestic bank deposits),85.3883,100.292,347.854,182.39,53.7882,27.0678,30.5845,36.3545,16.3212
Equatorial Guinea,GNQ,External loans and deposits of reporting banks vis-à-vis the banking sector (% of domestic bank deposits),25.6776,64.098,13.0282,4.29153,6.36292,6.87974,2.79101,1.0292,0.949664
Equatorial Guinea,GNQ,External loans and deposits of reporting banks vis-à-vis the nonbanking sectors (% of domestic bank deposits),59.7107,36.1944,334.826,178.099,47.4253,20.1549,27.7591,35.3252,15.3714
Equatorial Guinea,GNQ,Financial system deposits to GDP (%),4.96913,7.46431,8.94786,8.73975,10.1597,13.7459,13.4101,17.0566,17.8359
Equatorial Guinea,GNQ,Firms identifying access to finance as a major constraint (%),,,,,,,,,
Equatorial Guinea,GNQ,Firms not needing a loan (%),,,,,,,,,
Equatorial Guinea,GNQ,Firms using banks to finance investments (%),,,,,,,,,
Equatorial Guinea,GNQ,Firms using banks to finance working capital (%),,,,,,,,,
Equatorial Guinea,GNQ,Firms whose recent loan application was rejected (%),,,,,,,,,
Equatorial Guinea,GNQ,Firms with a bank loan or line of credit (%),,,,,,,,,
Equatorial Guinea,GNQ,Firms with a checking or savings account (%),,,,,,,,,
Equatorial Guinea,GNQ,Foreign bank assets among total bank assets (%),,,,,,,,,
Equatorial Guinea,GNQ,Foreign banks among total banks (%),,,,,,,,,
Equatorial Guinea,GNQ,GDP at market prices (constant 2005 US$),,,,,,,,,
Equatorial Guinea,GNQ,GDP at market prices (current US$),20000000000,15000000000,16000000000,21000000000,22000000000,22000000000,22000000000,13000000000,11000000000
Equatorial Guinea,GNQ,GDP per capita (constant 2005 US$),20333.9,19684.7,17136.4,17461.6,18106.3,16634.8,16028.3,14001.6,12317.7
Equatorial Guinea,GNQ,GDP per capita (current US$),,,,,,,,,
Equatorial Guinea,GNQ,Global leasing volume to GDP (%),,,,,,,,,
Equatorial Guinea,GNQ,Gross National Income (current US$),15000000000,9900000000,9600000000,14000000000,15000000000,15000000000,15000000000,9900000000,8700000000
Equatorial Guinea,GNQ,Gross portfolio debt assets to GDP (%),,,,,,,,,
Equatorial Guinea,GNQ,Gross portfolio debt liabilities to GDP (%),,,,,,,,,
Equatorial Guinea,GNQ,Gross portfolio equity assets to GDP (%),,,,,,,,,
Equatorial Guinea,GNQ,Gross portfolio equity liabilities to GDP (%),,,,,,,,,
Equatorial Guinea,GNQ,H-statistic,,,,,,,,,
Equatorial Guinea,GNQ,Insurance company assets to GDP (%),,0.19,0.21,,,,,,
Equatorial Guinea,GNQ,International debt issues to GDP (%),,,,,,,,,
Equatorial Guinea,GNQ,Investments financed by banks (%),,,,,,,,,
Equatorial Guinea,GNQ,Investments financed by equity or stock sales (%),,,,,,,,,
Equatorial Guinea,GNQ,Lerner index,,,,,,,,,
Equatorial Guinea,GNQ,Life insurance premium volume to GDP (%),,,,,,,,,
Equatorial Guinea,GNQ,Liquid assets to deposits and short term funding (%),86.2657,90.9876,90.9336,76.288,233.333,85.7,,,
Equatorial Guinea,GNQ,Liquid liabilities in millions USD (2000 constant),1294.85,1549.99,2108.52,2104.14,3242.34,3582.84,2689.98,2132.97,1692.21
Equatorial Guinea,GNQ,Liquid liabilities to GDP (%),5.96565,8.99769,10.8087,10.7197,12.2915,16.1957,16.0453,20.5842,21.1475
Equatorial Guinea,GNQ,Loan from a financial institution in the past year (% age 15+),,,,,,,,,
Equatorial Guinea,GNQ,Loan from a private lender in the past year (% age 15+),,,,,,,,,
Equatorial Guinea,GNQ,Loan from an employer in the past year (% age 15+),,,,,,,,,
Equatorial Guinea,GNQ,Loan from family or friends in the past year (% age 15+),,,,,,,,,
Equatorial Guinea,GNQ,Loan in the past year (% age 15+),,,,,,,,,
Equatorial Guinea,GNQ,Loan through store credit in the past year (% age 15+),,,,,,,,,
Equatorial Guinea,GNQ,Loans from nonresident banks (amounts outstanding) to GDP (%),0.518143,1.28139,0.35397,0.235283,0.266723,0.218221,,,
Equatorial Guinea,GNQ,Loans from nonresident banks (net) to GDP (%),,,,,,,,,
Equatorial Guinea,GNQ,Loans requiring collateral (%),,,,,,,,,
Equatorial Guinea,GNQ,Market capitalization excluding top 10 companies to total market capitalization (%),,,,,,,,,
Equatorial Guinea,GNQ,Mobile phone used to pay bills (% age 15+),,,,,,,,,
Equatorial Guinea,GNQ,Mobile phone used to send money (% age 15+),,,,,,,,,
Equatorial Guinea,GNQ,Mutual fund assets to GDP (%),,,,,,,,,
Equatorial Guinea,GNQ,Nonbank financial institutions’ assets to GDP (%),,,,,,,,,
Equatorial Guinea,GNQ,Nonfinancial corporate bonds to total bonds and notes outstanding (%),,,,,,,,,
Equatorial Guinea,GNQ,Non-life insurance premium volume to GDP (%),0.071195,0.138681,0.1859,0.125132,0.133529,0.174608,0.178561,,
Equatorial Guinea,GNQ,"Number of listed companies per 1,000,000 people",,,,,,,,,
Equatorial Guinea,GNQ,Outstanding domestic private debt securities to GDP (%),,,,,,,,,
Equatorial Guinea,GNQ,Outstanding domestic public debt securities to GDP (%),,,,,,,,,
Equatorial Guinea,GNQ,Outstanding international private debt securities to GDP (%),,,,,,,,,
Equatorial Guinea,GNQ,Outstanding international public debt securities to GDP (%),,,,,,,,,
Equatorial Guinea,GNQ,Pension fund assets to GDP (%),,,,,,,,,
Equatorial Guinea,GNQ,"Population, total",868418,909111,951104,994290,1000000,1100000,1100000,1200000,1200000
Equatorial Guinea,GNQ,Private credit by deposit money banks and other financial institutions to GDP (%),3.07796,5.37478,5.87506,6.21729,5.80005,6.56536,8.46572,14.4434,18.6649
Equatorial Guinea,GNQ,Private credit by deposit money banks to GDP (%),3.07796,5.37478,5.87506,6.21729,5.80005,6.56536,8.46572,14.4434,18.6649
Equatorial Guinea,GNQ,Provisions to nonperforming loans (%),,,112.47,124.81,142.911,44.3425,47.849,54.1382,39.6326
Equatorial Guinea,GNQ,Remittance inflows to GDP (%),,,,,,,,,
Equatorial Guinea,GNQ,Saved any money in the past year (% age 15+),,,,,,,,,
Equatorial Guinea,GNQ,Saved at a financial institution in the past year (% age 15+),,,,,,,,,
Equatorial Guinea,GNQ,Saved using a savings club in the past year (% age 15+),,,,,,,,,
Equatorial Guinea,GNQ,Small firms with a bank loan or line of credit (%),,,,,,,,,
Equatorial Guinea,GNQ,Stock market capitalization to GDP (%),,,,,,,,,
Equatorial Guinea,GNQ,"Stock market return (%, year-on-year)",,,,,,,,,
Equatorial Guinea,GNQ,Stock market total value traded to GDP (%),,,,,,,,,
Equatorial Guinea,GNQ,Stock market turnover ratio (%),,,,,,,,,
Equatorial Guinea,GNQ,Stock price volatility,,,,,,,,,
Equatorial Guinea,GNQ,Syndicated loan average maturity (years),,,,7.00548,6.00274,,,,
Equatorial Guinea,GNQ,Syndicated loan issuance volume to GDP (%),,,,1.82846,2.67981,,,,
Equatorial Guinea,GNQ,Total factoring volume to GDP (%),,,,,,,,,
Equatorial Guinea,GNQ,Value of collateral needed for a loan (% of the loan amount),,,,,,,,,
Equatorial Guinea,GNQ,Value traded excluding top 10 traded companies to total value traded (%),,,,,,,,,
Equatorial Guinea,GNQ,Working capital financed by banks (%),,,,,,,,,
Eritrea,ERI,5-bank asset concentration,,,,,,,,,
Eritrea,ERI,Account at a formal financial institution (% age 15+),,,,,,,,,
Eritrea,ERI,Account used for business purposes (% age 15+),,,,,,,,,
Eritrea,ERI,Account used to receive government payments (% age 15+),,,,,,,,,
Eritrea,ERI,Account used to receive remittances (% age 15+),,,,,,,,,
Eritrea,ERI,Account used to receive wages (% age 15+),,,,,,,,,
Eritrea,ERI,"ATMs per 100,000 adults",,,,,,,,,
Eritrea,ERI,"Bank accounts per 1,000 adults",,,,,,,,,
Eritrea,ERI,"Bank branches per 100,000 adults",,,,,,,,,
Eritrea,ERI,Bank capital to total assets (%),,,,,,,,,
Eritrea,ERI,Bank concentration (%),,,,,,,,,
Eritrea,ERI,Bank cost to income ratio (%),20.1678,,,,,,,,
Eritrea,ERI,Bank credit to bank deposits (%),18.6865,17.4317,15.6109,15.0159,15.7574,15.6359,14.7198,,
Eritrea,ERI,Bank deposits to GDP (%),,,,,,,,,
Eritrea,ERI,Bank lending-deposit spread,,,,,,,,,
Eritrea,ERI,Bank net interest margin (%),1.32579,,,,,,,,
Eritrea,ERI,Bank noninterest income to total income (%),72.6942,,,,,,,,
Eritrea,ERI,Bank non-performing loans to gross loans (%),,,,,,,,,
Eritrea,ERI,Bank overhead costs to total assets (%),0.567658,,,,,,,,
Eritrea,ERI,Bank regulatory capital to risk-weighted assets (%),,,,,,,,,
Eritrea,ERI,"Bank return on assets (%, after tax)",0.748277,,,,,,,,
Eritrea,ERI,"Bank return on assets (%, before tax)",1.13532,,,,,,,,
Eritrea,ERI,"Bank return on equity (%, after tax)",13.5153,,,,,,,,
Eritrea,ERI,"Bank return on equity (%, before tax)",20.506,,,,,,,,
Eritrea,ERI,Bank Z-score,6.30056,,,,,,,,
Eritrea,ERI,"Banking crisis dummy (1=banking crisis, 0=none)",0,0,0,0,,,,,
Eritrea,ERI,Boone indicator,-0.168539,,,,,,,,
Eritrea,ERI,Central bank assets to GDP (%),51.6819,46.5882,50.5568,46.6689,44.5251,49.308,52.5063,,
Eritrea,ERI,Checks used to make payments (% age 15+),,,,,,,,,
Eritrea,ERI,Consolidated foreign claims of BIS reporting banks to GDP (%),1.01435,0.430873,0.472358,0.421812,0.942823,0.301796,0.937612,1.07285,0.080899
Eritrea,ERI,"Consumer price index (2010=100, average)",,,,,,,,,
Eritrea,ERI,"Consumer price index (2010=100, December)",,,,,,,,,
Eritrea,ERI,Corporate bond average maturity (years),,,,,,,,,
Eritrea,ERI,Corporate bond issuance volume to GDP (%),,,,,,,,,
Eritrea,ERI,Credit card (% age 15+),,,,,,,,,
Eritrea,ERI,Credit to government and state-owned enterprises to GDP (%),64.5422,52.5856,51.9557,49.6365,43.1731,41.6858,36.4352,,
Eritrea,ERI,Debit card (% age 15+),,,,,,,,,
Eritrea,ERI,Deposit money bank assets to deposit money bank assets and central bank assets (%),61.1804,58.7669,55.6359,55.6718,55.3296,51.5567,47.6641,,
Eritrea,ERI,Deposit money banks'' assets to GDP (%),81.4516,66.3992,63.4019,58.6116,55.1497,52.4769,47.8194,,
Eritrea,ERI,Depositing/withdrawing at least once in a typical month (% age 15+),,,,,,,,,
Eritrea,ERI,Domestic credit to private sector (% of GDP),22.061,16.7681,15.9779,13.909,13.9556,,,,
Eritrea,ERI,Electronic payments used to make payments (% age 15+),,,,,,,,,
Eritrea,ERI,External loans and deposits of reporting banks vis-à-vis all sectors (% of domestic bank deposits),3.22918,2.57799,1.88138,5.4708,,,,,
Eritrea,ERI,External loans and deposits of reporting banks vis-à-vis the banking sector (% of domestic bank deposits),1.30409,1.48097,0.627125,0.598369,,,,,
Eritrea,ERI,External loans and deposits of reporting banks vis-à-vis the nonbanking sectors (% of domestic bank deposits),1.92509,1.09702,1.25425,4.87244,,,,,
Eritrea,ERI,Financial system deposits to GDP (%),,,,,,,,,
Eritrea,ERI,Firms identifying access to finance as a major constraint (%),,0.9,,,,,,,
Eritrea,ERI,Firms not needing a loan (%),,84.6,,,,,,,
Eritrea,ERI,Firms using banks to finance investments (%),,11.9,,,,,,,
Eritrea,ERI,Firms using banks to finance working capital (%),,5.7,,,,,,,
Eritrea,ERI,Firms whose recent loan application was rejected (%),,,,,,,,,
Eritrea,ERI,Firms with a bank loan or line of credit (%),,10.9,,,,,,,
Eritrea,ERI,Firms with a checking or savings account (%),,98.2,,,,,,,
Eritrea,ERI,Foreign bank assets among total bank assets (%),,,,,,,,,
Eritrea,ERI,Foreign banks among total banks (%),,,,,,,,,
Eritrea,ERI,GDP at market prices (constant 2005 US$),,,,,,,,,
Eritrea,ERI,GDP at market prices (current US$),1400000000,1900000000,2100000000,2600000000,,,,,
Eritrea,ERI,GDP per capita (constant 2005 US$),471.167,480.609,482.149,514.18,,,,,
Eritrea,ERI,GDP per capita (current US$),,,,,,,,,
Eritrea,ERI,Global leasing volume to GDP (%),,,,,,,,,
Eritrea,ERI,Gross National Income (current US$),1400000000,1800000000,2100000000,2600000000,,,,,
Eritrea,ERI,Gross portfolio debt assets to GDP (%),,,,,,,,,
Eritrea,ERI,Gross portfolio debt liabilities to GDP (%),,,,,,,,,
Eritrea,ERI,Gross portfolio equity assets to GDP (%),,,,,,,,,
Eritrea,ERI,Gross portfolio equity liabilities to GDP (%),,,,,,,,,
Eritrea,ERI,H-statistic,,,,,,,,,
Eritrea,ERI,Insurance company assets to GDP (%),,,,,,,,,
Eritrea,ERI,International debt issues to GDP (%),,,,,,,,,
Eritrea,ERI,Investments financed by banks (%),,1.2,,,,,,,
Eritrea,ERI,Investments financed by equity or stock sales (%),,1.1,,,,,,,
Eritrea,ERI,Lerner index,,,,,,,,,
Eritrea,ERI,Life insurance premium volume to GDP (%),0.011329,0.007151,0.005979,0.00577,0.004594,0.004763,0.004147,0.004468,
Eritrea,ERI,Liquid assets to deposits and short term funding (%),71.822,,,,,,,,
Eritrea,ERI,Liquid liabilities in millions USD (2000 constant),2032.67,2289.91,2607.92,2903.3,3264.52,3745.84,4197.54,,
Eritrea,ERI,Liquid liabilities to GDP (%),131.583,113.261,114.88,107.317,103.64,105.68,104.643,,
Eritrea,ERI,Loan from a financial institution in the past year (% age 15+),,,,,,,,,
Eritrea,ERI,Loan from a private lender in the past year (% age 15+),,,,,,,,,
Eritrea,ERI,Loan from an employer in the past year (% age 15+),,,,,,,,,
Eritrea,ERI,Loan from family or friends in the past year (% age 15+),,,,,,,,,
Eritrea,ERI,Loan in the past year (% age 15+),,,,,,,,,
Eritrea,ERI,Loan through store credit in the past year (% age 15+),,,,,,,,,
Eritrea,ERI,Loans from nonresident banks (amounts outstanding) to GDP (%),0.507177,0.107718,0.047236,0.115042,0.032342,0.029035,,,
Eritrea,ERI,Loans from nonresident banks (net) to GDP (%),,,,,,,,,
Eritrea,ERI,Loans requiring collateral (%),,66.2,,,,,,,
Eritrea,ERI,Market capitalization excluding top 10 companies to total market capitalization (%),,,,,,,,,
Eritrea,ERI,Mobile phone used to pay bills (% age 15+),,,,,,,,,
Eritrea,ERI,Mobile phone used to send money (% age 15+),,,,,,,,,
Eritrea,ERI,Mutual fund assets to GDP (%),,,,,,,,,
Eritrea,ERI,Nonbank financial institutions’ assets to GDP (%),,,,,,,,,
Eritrea,ERI,Nonfinancial corporate bonds to total bonds and notes outstanding (%),,,,,,,,,
Eritrea,ERI,Non-life insurance premium volume to GDP (%),0.742047,0.522036,0.431355,0.40457,0.440423,0.373393,0.374823,0.41596,
Eritrea,ERI,"Number of listed companies per 1,000,000 people",,,,,,,,,
Eritrea,ERI,Outstanding domestic private debt securities to GDP (%),,,,,,,,,
Eritrea,ERI,Outstanding domestic public debt securities to GDP (%),,,,,,,,,
Eritrea,ERI,Outstanding international private debt securities to GDP (%),,,,,,,,,
Eritrea,ERI,Outstanding international public debt securities to GDP (%),,,,,,,,,
Eritrea,ERI,Pension fund assets to GDP (%),,,,,,,,,
Eritrea,ERI,"Population, total",4200000,4300000,4400000,4500000,,,,,
Eritrea,ERI,Private credit by deposit money banks and other financial institutions to GDP (%),20.4158,16.1175,14.3647,12.7042,12.6313,12.5767,11.5851,,
Eritrea,ERI,Private credit by deposit money banks to GDP (%),20.4158,16.1175,14.3647,12.7042,12.6313,12.5767,11.5851,,
Eritrea,ERI,Provisions to nonperforming loans (%),,,,,,,,,
Eritrea,ERI,Remittance inflows to GDP (%),,,,,,,,,
Eritrea,ERI,Saved any money in the past year (% age 15+),,,,,,,,,
Eritrea,ERI,Saved at a financial institution in the past year (% age 15+),,,,,,,,,
Eritrea,ERI,Saved using a savings club in the past year (% age 15+),,,,,,,,,
Eritrea,ERI,Small firms with a bank loan or line of credit (%),,6.6,,,,,,,
Eritrea,ERI,Stock market capitalization to GDP (%),,,,,,,,,
Eritrea,ERI,"Stock market return (%, year-on-year)",,,,,,,,,
Eritrea,ERI,Stock market total value traded to GDP (%),,,,,,,,,
Eritrea,ERI,Stock market turnover ratio (%),,,,,,,,,
Eritrea,ERI,Stock price volatility,,,,,,,,,
Eritrea,ERI,Syndicated loan average maturity (years),,4.00274,,,,,,,
Eritrea,ERI,Syndicated loan issuance volume to GDP (%),,24.0212,,,,,,,
Eritrea,ERI,Total factoring volume to GDP (%),,,,,,,,,
Eritrea,ERI,Value of collateral needed for a loan (% of the loan amount),,,,,,,,,
Eritrea,ERI,Value traded excluding top 10 traded companies to total value traded (%),,,,,,,,,
Eritrea,ERI,Working capital financed by banks (%),,1.4,,,,,,,
Estonia,EST,5-bank asset concentration,100,100,100,98.6083,98.4266,97.6488,97.0133,96.5901,95.7927
Estonia,EST,Account at a formal financial institution (% age 15+),,,,96.8243,,,97.6717,,
Estonia,EST,Account used for business purposes (% age 15+),,,,9.46306,,,,,
Estonia,EST,Account used to receive government payments (% age 15+),,,,60.8151,,,31.4586,,
Estonia,EST,Account used to receive remittances (% age 15+),,,,20.8987,,,11.1105,,
Estonia,EST,Account used to receive wages (% age 15+),,,,57.9809,,,58.6632,,
Estonia,EST,"ATMs per 100,000 adults",89.4964,88.6928,88.6741,87.8255,83.5858,79.5605,76.7048,72.6053,69.9739
Estonia,EST,"Bank accounts per 1,000 adults",1698.69,2094.55,2005.88,2059.88,2147.37,2240.06,2314.54,2092.36,2158.73
Estonia,EST,"Bank branches per 100,000 adults",23.8247,20.2777,19.4694,17.3515,16.0191,13.9501,12.3922,11.1491,10.4236
Estonia,EST,Bank capital to total assets (%),8.2,8.7,9.28208,8.92461,9.88383,11.2584,11.5954,10.754,10.8261
Estonia,EST,Bank concentration (%),93.3779,98.8672,97.739,95.4188,93.9316,93.4525,93.1416,92.2351,75.1226
Estonia,EST,Bank cost to income ratio (%),42.3057,47.6636,46.6362,26.7713,45.839,37.0394,39.553,,
Estonia,EST,Bank credit to bank deposits (%),196.197,191.603,177.07,157.782,143.153,134.4,126.193,118.685,113.585
Estonia,EST,Bank deposits to GDP (%),44.9733,53.5158,53.9295,51.0327,51.2088,52.0997,53.7108,57.7685,61.2992
Estonia,EST,Bank lending-deposit spread,2.83044,4.56691,6.65415,4.84944,5.07299,4.94748,4.25632,3.9777,
Estonia,EST,Bank net interest margin (%),2.31104,3.52151,1.20989,2.33863,2.53318,3.61686,2.77777,2.4628,1.25043
Estonia,EST,Bank noninterest income to total income (%),31.844,43.5236,43.1039,61.8631,34.5593,28.7574,32.2131,,
Estonia,EST,Bank non-performing loans to gross loans (%),1.9,5.2,5.37549,4.04531,2.62267,1.47462,1.38824,0.981874,0.869768
Estonia,EST,Bank overhead costs to total assets (%),1.30871,2.69454,0.904316,1.54606,1.62314,1.65041,1.37253,1.33148,0.672273
Estonia,EST,Bank regulatory capital to risk-weighted assets (%),18.9,22.3,22.0673,18.6068,19.3174,19.973,35.6526,28.0091,31.8228
Estonia,EST,"Bank return on assets (%, after tax)",0.977664,-5.97747,0.177337,4.24146,2.03907,2.96187,1.92627,3.31951,0.261441
Estonia,EST,"Bank return on assets (%, before tax)",1.00477,-6.70762,0.177337,4.25625,2.04689,2.96187,1.91315,3.59713,0.284982
Estonia,EST,"Bank return on equity (%, after tax)",10.593,-69.4469,1.80099,32.6915,14.5215,18.4306,11.395,20.3409,1.67748
Estonia,EST,"Bank return on equity (%, before tax)",10.8866,-19.9299,1.80099,32.8055,14.5772,18.4306,11.3174,22.042,1.82852
Estonia,EST,Bank Z-score,4.76216,0.994959,5.71884,7.35928,7.42379,8.54874,8.12538,8.19013,6.45908
Estonia,EST,"Banking crisis dummy (1=banking crisis, 0=none)",0,0,0,0,,,,,
Estonia,EST,Boone indicator,-0.157332,-0.117578,-0.101975,-0.106229,-0.114386,-0.088644,-0.095348,,
Estonia,EST,Central bank assets to GDP (%),0.017973,0.024595,0.03058,0.030162,0.030888,0.03208,0.030559,0.146764,0.287401
Estonia,EST,Checks used to make payments (% age 15+),,,,8.31879,,,,,
Estonia,EST,Consolidated foreign claims of BIS reporting banks to GDP (%),125.164,131.713,108.452,81.2378,89.6334,100.657,88.699,95.7052,96.2158
Estonia,EST,"Consumer price index (2010=100, average)",97.1899,97.1137,100,104.982,109.111,112.145,112.026,111.475,111.64
Estonia,EST,"Consumer price index (2010=100, December)",98.6474,96.9899,102.534,106.363,110.021,111.564,110.993,110.021,112.479
Estonia,EST,Corporate bond average maturity (years),,,,7.03562,6.52329,5.37808,4.69315,8.03836,4.06027
Estonia,EST,Corporate bond issuance volume to GDP (%),,,,1.37391,1.70088,0.6099,0.563255,2.49606,0.07315
Estonia,EST,Credit card (% age 15+),,,,30.2207,,,31.3381,,
Estonia,EST,Credit to government and state-owned enterprises to GDP (%),2.08267,2.76406,3.43152,3.03582,3.16144,3.17976,3.15689,2.95857,2.82487
Estonia,EST,Debit card (% age 15+),,,,92.2665,,,93.3285,,
Estonia,EST,Deposit money bank assets to deposit money bank assets and central bank assets (%),99.98,99.9766,99.969,99.9639,99.9595,99.9562,99.9569,99.7954,99.605
Estonia,EST,Deposit money banks'' assets to GDP (%),89.9216,105.118,98.5363,83.5694,76.3219,73.1466,70.9015,71.6014,72.4761
Estonia,EST,Depositing/withdrawing at least once in a typical month (% age 15+),,,,95.1863,,,,,
Estonia,EST,Domestic credit to private sector (% of GDP),90.2207,101.288,92.9635,78.0735,72.8468,69.4053,68.2323,69.9244,71.9347
Estonia,EST,Electronic payments used to make payments (% age 15+),,,,74.0618,,,94.2142,,
Estonia,EST,External loans and deposits of reporting banks vis-à-vis all sectors (% of domestic bank deposits),26.8177,15.8883,16.2586,31.5872,30.2789,21.1722,14.7261,24.2854,19.0295
Estonia,EST,External loans and deposits of reporting banks vis-à-vis the banking sector (% of domestic bank deposits),23.7573,12.2561,11.0357,26.9697,23.6748,17.0846,8.86986,18.3356,13.3824
Estonia,EST,External loans and deposits of reporting banks vis-à-vis the nonbanking sectors (% of domestic bank deposits),3.06042,3.63215,5.22292,4.61757,6.60405,4.07952,5.85622,5.93271,5.63896
Estonia,EST,Financial system deposits to GDP (%),44.9733,53.5158,53.9295,51.0327,51.2088,52.0997,53.7108,57.7685,61.2992
Estonia,EST,Firms identifying access to finance as a major constraint (%),,6.5,,,,6.6,,,
Estonia,EST,Firms not needing a loan (%),,47.7,,,,62.8,,,
Estonia,EST,Firms using banks to finance investments (%),,41.5,,,,32.7,,,
Estonia,EST,Firms using banks to finance working capital (%),,,,,,23.6,,,
Estonia,EST,Firms whose recent loan application was rejected (%),,,,,,8.1,,,
Estonia,EST,Firms with a bank loan or line of credit (%),,50.8,,,,40.2,,,
Estonia,EST,Firms with a checking or savings account (%),,97.4,,,,100,,,
Estonia,EST,Foreign bank assets among total bank assets (%),99,99,99,97,97,97,,,
Estonia,EST,Foreign banks among total banks (%),75,75,75,75,75,75,,,
Estonia,EST,GDP at market prices (constant 2005 US$),,,,,,,,,
Estonia,EST,GDP at market prices (current US$),24000000000,20000000000,19000000000,23000000000,23000000000,25000000000,26000000000,23000000000,23000000000
Estonia,EST,GDP per capita (constant 2005 US$),16716.5,14282.6,14638.6,15798.6,16538.2,16918.6,17453.4,17734,18094.6
Estonia,EST,GDP per capita (current US$),,,,,,,,,
Estonia,EST,Global leasing volume to GDP (%),7.01,2.95,3.23,5.13,6.32,5.91,4.81,4.31,
Estonia,EST,Gross National Income (current US$),23000000000,19000000000,18000000000,22000000000,22000000000,25000000000,26000000000,22000000000,23000000000
Estonia,EST,Gross portfolio debt assets to GDP (%),170.814,271.891,256.726,14.3816,15.7969,17.0195,16.4641,18.5131,27.069
Estonia,EST,Gross portfolio debt liabilities to GDP (%),140.724,79.1735,56.27,3.8677,6.00127,6.486,6.08252,6.12874,5.79375
Estonia,EST,Gross portfolio equity assets to GDP (%),72.7104,126.477,170.865,8.96601,10.9938,12.9823,11.8779,13.6112,14.6698
Estonia,EST,Gross portfolio equity liabilities to GDP (%),47.3118,69.8758,95.7522,3.61585,4.38009,4.54318,3.40598,3.62718,3.92257
Estonia,EST,H-statistic,,,0.538,0.958,0.859,0.947,0.947,,
Estonia,EST,Insurance company assets to GDP (%),4.48,8.05,9.15,8.01,7.93,7.67,7.85,8.26,
Estonia,EST,International debt issues to GDP (%),2.08221,2.72211,2.41039,3.22896,5.03099,5.47449,4.9379,7.54736,6.94505
Estonia,EST,Investments financed by banks (%),,22.8,,,,20.8,,,
Estonia,EST,Investments financed by equity or stock sales (%),,3.5,,,,0.5,,,
Estonia,EST,Lerner index,0.212093,0.089043,0.23588,,,,,,
